action,render_pose,sample_id,split,skeleton_path,skeleton_orig_path,num_existing_cams,num_existing_skeleton_cams,rgb_cam_0_path,skeleton_cam_0_path,rgb_cam_1_path,skeleton_cam_1_path,rgb_cam_2_path,skeleton_cam_2_path,rgb_cam_3_path,skeleton_cam_3_path,rgb_cam_4_path,skeleton_cam_4_path,rgb_cam_5_path,skeleton_cam_5_path,rgb_cam_6_path,skeleton_cam_6_path,rgb_cam_7_path,skeleton_cam_7_path,mphand_bbox_cam_0_x1,mphand_bbox_cam_0_y1,mphand_bbox_cam_0_x2,mphand_bbox_cam_0_y2,mphand_bbox_cam_1_x1,mphand_bbox_cam_1_y1,mphand_bbox_cam_1_x2,mphand_bbox_cam_1_y2,mphand_bbox_cam_2_x1,mphand_bbox_cam_2_y1,mphand_bbox_cam_2_x2,mphand_bbox_cam_2_y2,mphand_bbox_cam_3_x1,mphand_bbox_cam_3_y1,mphand_bbox_cam_3_x2,mphand_bbox_cam_3_y2,mphand_bbox_cam_4_x1,mphand_bbox_cam_4_y1,mphand_bbox_cam_4_x2,mphand_bbox_cam_4_y2,mphand_bbox_cam_5_x1,mphand_bbox_cam_5_y1,mphand_bbox_cam_5_x2,mphand_bbox_cam_5_y2,mphand_bbox_cam_6_x1,mphand_bbox_cam_6_y1,mphand_bbox_cam_6_x2,mphand_bbox_cam_6_y2,mphand_bbox_cam_7_x1,mphand_bbox_cam_7_y1,mphand_bbox_cam_7_x2,mphand_bbox_cam_7_y2
paper,paper,paper-set2 (146),train,./dataset/skeleton_final_v2/paper/paper-set2 (146).npy,./dataset/skeleton_final_v2/paper/paper-set2 (146).npy,8,8,./renders_paper/paper-set2 (146)/paper-set2 (146)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (146)_cam0.npy,./renders_paper/paper-set2 (146)/paper-set2 (146)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (146)_cam1.npy,./renders_paper/paper-set2 (146)/paper-set2 (146)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (146)_cam2.npy,./renders_paper/paper-set2 (146)/paper-set2 (146)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (146)_cam3.npy,./renders_paper/paper-set2 (146)/paper-set2 (146)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (146)_cam4.npy,./renders_paper/paper-set2 (146)/paper-set2 (146)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (146)_cam5.npy,./renders_paper/paper-set2 (146)/paper-set2 (146)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (146)_cam6.npy,./renders_paper/paper-set2 (146)/paper-set2 (146)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (146)_cam7.npy,0.2982500195503235,0.27204275131225586,0.6618680953979492,0.7408953905105591,0.26867157220840454,0.27061229944229126,0.7599647045135498,0.7642360329627991,0.31237125396728516,0.26645877957344055,0.747275173664093,0.7600257396697998,0.3486575186252594,0.2636711895465851,0.7092025279998779,0.7464311122894287,0.3948058485984802,0.27061814069747925,0.6489639282226562,0.7341760396957397,,,,,0.3267562687397003,0.25360503792762756,0.6011138558387756,0.7751694917678833,0.279236763715744,0.2571621239185333,0.6520979404449463,0.7820290327072144
paper,paper,paper-set2 (111),train,./dataset/skeleton_final_v2/paper/paper-set2 (111).npy,./dataset/skeleton_final_v2/paper/paper-set2 (111).npy,8,8,./renders_paper/paper-set2 (111)/paper-set2 (111)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (111)_cam0.npy,./renders_paper/paper-set2 (111)/paper-set2 (111)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (111)_cam1.npy,./renders_paper/paper-set2 (111)/paper-set2 (111)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (111)_cam2.npy,./renders_paper/paper-set2 (111)/paper-set2 (111)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (111)_cam3.npy,./renders_paper/paper-set2 (111)/paper-set2 (111)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (111)_cam4.npy,./renders_paper/paper-set2 (111)/paper-set2 (111)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (111)_cam5.npy,./renders_paper/paper-set2 (111)/paper-set2 (111)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (111)_cam6.npy,./renders_paper/paper-set2 (111)/paper-set2 (111)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (111)_cam7.npy,0.3490114212036133,0.3446325659751892,0.6351795792579651,0.7401867508888245,0.312440425157547,0.27536794543266296,0.6994349956512451,0.7529664635658264,0.3528786897659302,0.34308165311813354,0.6721312999725342,0.7135956287384033,0.3859408497810364,0.3995376229286194,0.6403540372848511,0.6875433921813965,,,,,,,,,,,,,0.4250794053077698,0.4412616491317749,0.553030252456665,0.7983112931251526
paper,paper,paper-set2 (377),train,./dataset/skeleton_final_v2/paper/paper-set2 (377).npy,./dataset/skeleton_final_v2/paper/paper-set2 (377).npy,8,8,./renders_paper/paper-set2 (377)/paper-set2 (377)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (377)_cam0.npy,./renders_paper/paper-set2 (377)/paper-set2 (377)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (377)_cam1.npy,./renders_paper/paper-set2 (377)/paper-set2 (377)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (377)_cam2.npy,./renders_paper/paper-set2 (377)/paper-set2 (377)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (377)_cam3.npy,./renders_paper/paper-set2 (377)/paper-set2 (377)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (377)_cam4.npy,./renders_paper/paper-set2 (377)/paper-set2 (377)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (377)_cam5.npy,./renders_paper/paper-set2 (377)/paper-set2 (377)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (377)_cam6.npy,./renders_paper/paper-set2 (377)/paper-set2 (377)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (377)_cam7.npy,0.3396429717540741,0.2840626537799835,0.6391931176185608,0.7590528130531311,0.30392199754714966,0.2808593511581421,0.7134899497032166,0.7778788805007935,0.34637266397476196,0.28229519724845886,0.6910874843597412,0.764045238494873,0.37591809034347534,0.27695342898368835,0.6522723436355591,0.7495309710502625,0.41291743516921997,0.2913411557674408,0.6109428405761719,0.7489258050918579,,,,,0.3602744936943054,0.2754967212677002,0.5840480327606201,0.7860296964645386,0.31633254885673523,0.272409588098526,0.6307679414749146,0.7853783965110779
paper,paper,paper-set2 (149),train,./dataset/skeleton_final_v2/paper/paper-set2 (149).npy,./dataset/skeleton_final_v2/paper/paper-set2 (149).npy,8,8,./renders_paper/paper-set2 (149)/paper-set2 (149)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (149)_cam0.npy,./renders_paper/paper-set2 (149)/paper-set2 (149)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (149)_cam1.npy,./renders_paper/paper-set2 (149)/paper-set2 (149)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (149)_cam2.npy,./renders_paper/paper-set2 (149)/paper-set2 (149)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (149)_cam3.npy,./renders_paper/paper-set2 (149)/paper-set2 (149)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (149)_cam4.npy,./renders_paper/paper-set2 (149)/paper-set2 (149)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (149)_cam5.npy,./renders_paper/paper-set2 (149)/paper-set2 (149)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (149)_cam6.npy,./renders_paper/paper-set2 (149)/paper-set2 (149)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (149)_cam7.npy,0.2893391251564026,0.2752207815647125,0.6643580198287964,0.7423281073570251,0.2663596272468567,0.2734713554382324,0.7629194259643555,0.7641680836677551,0.31235960125923157,0.266867071390152,0.7525650262832642,0.7568379044532776,0.34989404678344727,0.26519080996513367,0.7146852612495422,0.7453852891921997,0.3973087668418884,0.2715066969394684,0.6551289558410645,0.7343477010726929,0.4765890836715698,0.2577613592147827,0.5103483200073242,0.4578157067298889,0.3211049437522888,0.25818362832069397,0.6064224243164062,0.7736151814460754,0.26904815435409546,0.25641486048698425,0.6593916416168213,0.7800771594047546
paper,paper,paper-set2 (279),train,./dataset/skeleton_final_v2/paper/paper-set2 (279).npy,./dataset/skeleton_final_v2/paper/paper-set2 (279).npy,8,8,./renders_paper/paper-set2 (279)/paper-set2 (279)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (279)_cam0.npy,./renders_paper/paper-set2 (279)/paper-set2 (279)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (279)_cam1.npy,./renders_paper/paper-set2 (279)/paper-set2 (279)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (279)_cam2.npy,./renders_paper/paper-set2 (279)/paper-set2 (279)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (279)_cam3.npy,./renders_paper/paper-set2 (279)/paper-set2 (279)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (279)_cam4.npy,./renders_paper/paper-set2 (279)/paper-set2 (279)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (279)_cam5.npy,./renders_paper/paper-set2 (279)/paper-set2 (279)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (279)_cam6.npy,./renders_paper/paper-set2 (279)/paper-set2 (279)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (279)_cam7.npy,0.32481318712234497,0.2829102873802185,0.6492096185684204,0.7576673626899719,0.2906572222709656,0.2780730128288269,0.731590747833252,0.7732829451560974,0.3322206437587738,0.2797372043132782,0.7062298655509949,0.7602270841598511,0.3676231801509857,0.2744060754776001,0.6675289869308472,0.7486950755119324,0.4142717719078064,0.2826854884624481,0.6145234107971191,0.7358945608139038,0.47445201873779297,0.25908416509628296,0.5214211344718933,0.42842376232147217,0.34461116790771484,0.27130645513534546,0.5894613265991211,0.7835798859596252,0.29924750328063965,0.27069664001464844,0.6452736258506775,0.7878334522247314
paper,paper,paper (106),train,./dataset/skeleton_final_v2/paper/paper (106).npy,./dataset/skeleton_final_v2/paper/paper (106).npy,8,8,./renders_paper/paper (106)/paper (106)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper (106)_cam0.npy,./renders_paper/paper (106)/paper (106)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper (106)_cam1.npy,./renders_paper/paper (106)/paper (106)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper (106)_cam2.npy,./renders_paper/paper (106)/paper (106)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper (106)_cam3.npy,./renders_paper/paper (106)/paper (106)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper (106)_cam4.npy,./renders_paper/paper (106)/paper (106)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper (106)_cam5.npy,./renders_paper/paper (106)/paper (106)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper (106)_cam6.npy,./renders_paper/paper (106)/paper (106)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper (106)_cam7.npy,0.33569031953811646,0.2800702750682831,0.653347373008728,0.7572657465934753,0.30379775166511536,0.27875491976737976,0.7196493744850159,0.7671616077423096,0.33638978004455566,0.3583682179450989,0.6996321678161621,0.7411201000213623,0.37324196100234985,0.4253709316253662,0.6259869933128357,0.7396323680877686,,,,,,,,,,,,,0.3201853930950165,0.42697346210479736,0.5918310284614563,0.7982472777366638
paper,paper,paper-set2 (301),train,./dataset/skeleton_final_v2/paper/paper-set2 (301).npy,./dataset/skeleton_final_v2/paper/paper-set2 (301).npy,8,8,./renders_paper/paper-set2 (301)/paper-set2 (301)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (301)_cam0.npy,./renders_paper/paper-set2 (301)/paper-set2 (301)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (301)_cam1.npy,./renders_paper/paper-set2 (301)/paper-set2 (301)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (301)_cam2.npy,./renders_paper/paper-set2 (301)/paper-set2 (301)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (301)_cam3.npy,./renders_paper/paper-set2 (301)/paper-set2 (301)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (301)_cam4.npy,./renders_paper/paper-set2 (301)/paper-set2 (301)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (301)_cam5.npy,./renders_paper/paper-set2 (301)/paper-set2 (301)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (301)_cam6.npy,./renders_paper/paper-set2 (301)/paper-set2 (301)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (301)_cam7.npy,0.3322453498840332,0.2812472879886627,0.6437929272651672,0.7557213306427002,0.30341553688049316,0.28227823972702026,0.7223057746887207,0.7770143151283264,0.33967071771621704,0.2802708148956299,0.7016279697418213,0.7632725834846497,0.3712646961212158,0.26994550228118896,0.6646848917007446,0.7495802044868469,0.4151064157485962,0.2839980125427246,0.6127399206161499,0.7428788542747498,,,,,0.35404855012893677,0.26832225918769836,0.5913957953453064,0.7857704162597656,0.3094543218612671,0.26742732524871826,0.6448836922645569,0.7885386943817139
paper,paper,paper (8),train,./dataset/skeleton_final_v2/paper/paper (8).npy,./dataset/skeleton_final_v2/paper/paper (8).npy,8,8,./renders_paper/paper (8)/paper (8)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper (8)_cam0.npy,./renders_paper/paper (8)/paper (8)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper (8)_cam1.npy,./renders_paper/paper (8)/paper (8)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper (8)_cam2.npy,./renders_paper/paper (8)/paper (8)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper (8)_cam3.npy,./renders_paper/paper (8)/paper (8)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper (8)_cam4.npy,./renders_paper/paper (8)/paper (8)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper (8)_cam5.npy,./renders_paper/paper (8)/paper (8)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper (8)_cam6.npy,./renders_paper/paper (8)/paper (8)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper (8)_cam7.npy,0.3359318971633911,0.28478699922561646,0.6503102779388428,0.7588052749633789,0.3042365312576294,0.286746621131897,0.7157799005508423,0.7710996866226196,0.3416513204574585,0.3668617010116577,0.6953749656677246,0.7447389364242554,0.379440039396286,0.4171750545501709,0.6365140080451965,0.7364914417266846,,,,,,,,,,,,,0.32656845450401306,0.4296662211418152,0.6165476441383362,0.7936204671859741
paper,paper,paper-set2 (315),train,./dataset/skeleton_final_v2/paper/paper-set2 (315).npy,./dataset/skeleton_final_v2/paper/paper-set2 (315).npy,8,8,./renders_paper/paper-set2 (315)/paper-set2 (315)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (315)_cam0.npy,./renders_paper/paper-set2 (315)/paper-set2 (315)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (315)_cam1.npy,./renders_paper/paper-set2 (315)/paper-set2 (315)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (315)_cam2.npy,./renders_paper/paper-set2 (315)/paper-set2 (315)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (315)_cam3.npy,./renders_paper/paper-set2 (315)/paper-set2 (315)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (315)_cam4.npy,./renders_paper/paper-set2 (315)/paper-set2 (315)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (315)_cam5.npy,./renders_paper/paper-set2 (315)/paper-set2 (315)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (315)_cam6.npy,./renders_paper/paper-set2 (315)/paper-set2 (315)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (315)_cam7.npy,0.3398672342300415,0.2830798625946045,0.6418806314468384,0.757271945476532,0.30344778299331665,0.2824782729148865,0.7150720357894897,0.7778786420822144,0.34203821420669556,0.2793002128601074,0.6957942247390747,0.7604901790618896,0.3695579767227173,0.27487912774086,0.6598073244094849,0.7506787776947021,0.4119645655155182,0.2882195711135864,0.6083245277404785,0.7426855564117432,,,,,0.3585415780544281,0.27140772342681885,0.5808925032615662,0.7826001048088074,0.3141430616378784,0.27422600984573364,0.6312342286109924,0.7917646169662476
paper,paper,paper-set2 (177),train,./dataset/skeleton_final_v2/paper/paper-set2 (177).npy,./dataset/skeleton_final_v2/paper/paper-set2 (177).npy,8,8,./renders_paper/paper-set2 (177)/paper-set2 (177)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (177)_cam0.npy,./renders_paper/paper-set2 (177)/paper-set2 (177)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (177)_cam1.npy,./renders_paper/paper-set2 (177)/paper-set2 (177)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (177)_cam2.npy,./renders_paper/paper-set2 (177)/paper-set2 (177)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (177)_cam3.npy,./renders_paper/paper-set2 (177)/paper-set2 (177)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (177)_cam4.npy,./renders_paper/paper-set2 (177)/paper-set2 (177)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (177)_cam5.npy,./renders_paper/paper-set2 (177)/paper-set2 (177)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (177)_cam6.npy,./renders_paper/paper-set2 (177)/paper-set2 (177)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (177)_cam7.npy,0.2861546277999878,0.263500452041626,0.6694586873054504,0.732548713684082,0.2683449983596802,0.2618449330329895,0.7605338096618652,0.7603539824485779,0.3207772970199585,0.2561330497264862,0.7426488399505615,0.7524289488792419,0.35698115825653076,0.25994667410850525,0.7032709717750549,0.7514564394950867,0.41249188780784607,0.2646205723285675,0.6413394212722778,0.7342764139175415,,,,,0.3166959881782532,0.24591967463493347,0.6116119623184204,0.7701236605644226,0.270926833152771,0.24638071656227112,0.6633273363113403,0.7793356776237488
paper,paper,paper-set2 (261),train,./dataset/skeleton_final_v2/paper/paper-set2 (261).npy,./dataset/skeleton_final_v2/paper/paper-set2 (261).npy,8,8,./renders_paper/paper-set2 (261)/paper-set2 (261)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (261)_cam0.npy,./renders_paper/paper-set2 (261)/paper-set2 (261)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (261)_cam1.npy,./renders_paper/paper-set2 (261)/paper-set2 (261)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (261)_cam2.npy,./renders_paper/paper-set2 (261)/paper-set2 (261)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (261)_cam3.npy,./renders_paper/paper-set2 (261)/paper-set2 (261)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (261)_cam4.npy,./renders_paper/paper-set2 (261)/paper-set2 (261)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (261)_cam5.npy,./renders_paper/paper-set2 (261)/paper-set2 (261)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (261)_cam6.npy,./renders_paper/paper-set2 (261)/paper-set2 (261)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (261)_cam7.npy,0.3129810690879822,0.2847330868244171,0.6546598672866821,0.751215398311615,0.28004640340805054,0.2749740183353424,0.7451891899108887,0.7730897665023804,0.32131773233413696,0.2783019542694092,0.7254757285118103,0.764567494392395,0.3613095283508301,0.2733215391635895,0.6891628503799438,0.7479261755943298,0.4067423343658447,0.2816978096961975,0.6346350908279419,0.7430291771888733,,,,,0.34052759408950806,0.26946550607681274,0.5940665602684021,0.7819908261299133,0.2921459674835205,0.26488196849823,0.6573377251625061,0.7838490605354309
paper,paper,paper-set2 (432),train,./dataset/skeleton_final_v2/paper/paper-set2 (432).npy,./dataset/skeleton_final_v2/paper/paper-set2 (432).npy,8,8,./renders_paper/paper-set2 (432)/paper-set2 (432)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (432)_cam0.npy,./renders_paper/paper-set2 (432)/paper-set2 (432)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (432)_cam1.npy,./renders_paper/paper-set2 (432)/paper-set2 (432)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (432)_cam2.npy,./renders_paper/paper-set2 (432)/paper-set2 (432)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (432)_cam3.npy,./renders_paper/paper-set2 (432)/paper-set2 (432)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (432)_cam4.npy,./renders_paper/paper-set2 (432)/paper-set2 (432)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (432)_cam5.npy,./renders_paper/paper-set2 (432)/paper-set2 (432)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (432)_cam6.npy,./renders_paper/paper-set2 (432)/paper-set2 (432)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (432)_cam7.npy,0.3531419634819031,0.2899751365184784,0.6371719837188721,0.761795163154602,0.3073619604110718,0.2840902805328369,0.7079699039459229,0.7782803773880005,0.34717172384262085,0.2828488051891327,0.6854411959648132,0.7624078989028931,0.37001973390579224,0.28105881810188293,0.6502508521080017,0.755486249923706,0.40971606969833374,0.2931085526943207,0.6027873754501343,0.7429570555686951,,,,,0.3694354295730591,0.2802209258079529,0.5748956203460693,0.786812424659729,0.32300692796707153,0.27668944001197815,0.6172409057617188,0.7857489585876465
paper,paper,paper-set2 (109),train,./dataset/skeleton_final_v2/paper/paper-set2 (109).npy,./dataset/skeleton_final_v2/paper/paper-set2 (109).npy,8,8,./renders_paper/paper-set2 (109)/paper-set2 (109)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (109)_cam0.npy,./renders_paper/paper-set2 (109)/paper-set2 (109)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (109)_cam1.npy,./renders_paper/paper-set2 (109)/paper-set2 (109)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (109)_cam2.npy,./renders_paper/paper-set2 (109)/paper-set2 (109)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (109)_cam3.npy,./renders_paper/paper-set2 (109)/paper-set2 (109)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (109)_cam4.npy,./renders_paper/paper-set2 (109)/paper-set2 (109)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (109)_cam5.npy,./renders_paper/paper-set2 (109)/paper-set2 (109)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (109)_cam6.npy,./renders_paper/paper-set2 (109)/paper-set2 (109)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (109)_cam7.npy,0.3330857753753662,0.32526034116744995,0.6373306512832642,0.7463504672050476,0.3139922618865967,0.27049726247787476,0.7056971192359924,0.7530407905578613,0.355415940284729,0.3071434497833252,0.6825745105743408,0.7085644006729126,,,,,,,,,,,,,0.3877328038215637,0.4682009816169739,0.5765595436096191,0.7728177309036255,0.3734642267227173,0.4469429850578308,0.5316552519798279,0.7897845506668091
paper,paper,paper-set2 (118),train,./dataset/skeleton_final_v2/paper/paper-set2 (118).npy,./dataset/skeleton_final_v2/paper/paper-set2 (118).npy,8,8,./renders_paper/paper-set2 (118)/paper-set2 (118)_cam_00.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (118)_cam0.npy,./renders_paper/paper-set2 (118)/paper-set2 (118)_cam_01.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (118)_cam1.npy,./renders_paper/paper-set2 (118)/paper-set2 (118)_cam_02.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (118)_cam2.npy,./renders_paper/paper-set2 (118)/paper-set2 (118)_cam_03.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (118)_cam3.npy,./renders_paper/paper-set2 (118)/paper-set2 (118)_cam_04.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (118)_cam4.npy,./renders_paper/paper-set2 (118)/paper-set2 (118)_cam_05.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (118)_cam5.npy,./renders_paper/paper-set2 (118)/paper-set2 (118)_cam_06.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (118)_cam6.npy,./renders_paper/paper-set2 (118)/paper-set2 (118)_cam_07.png,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (118)_cam7.npy,0.3165818452835083,0.280647337436676,0.6657106876373291,0.7596837282180786,0.289370059967041,0.2866683304309845,0.7316897511482239,0.7632614374160767,0.3336900472640991,0.3677341938018799,0.6910051107406616,0.7359867095947266,0.373066782951355,0.4089295566082001,0.6477552652359009,0.7294585108757019,,,,,,,,,0.345074325799942,0.45852965116500854,0.5905464291572571,0.8183504343032837,0.3513532280921936,0.44340354204177856,0.6071315407752991,0.8033735156059265
